Referenzstring|Style|Literaturtyp|BibTeX
"Reddy, A., Thomas, A., Moorthi, P., & B, B. 2024 (March). ""SSN-Nova@LT-EDI 2024: POS Tagging, Boosting Techniques and Voting Classifiers for Caste And Migration Hate Speech Detection"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 233–237. URL: https://aclanthology.org/2024.ltedi-1.29.
"|harvard|inproceedings|"@inproceedings{reddy-etal-2024-ssn-nova,
    title = ""{SSN}-Nova@{LT}-{EDI} 2024: {POS} Tagging, Boosting Techniques and Voting Classifiers for Caste And Migration Hate Speech Detection"",
    author = ""Reddy, A  and
      Thomas, Ann  and
      Moorthi, Pranav  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.29"",
    pages = ""233--237"",
}
"
"Alam, M., Ali Taher, H. M., Hossain, J., Ahsan, S., & Hoque, M. M. 2024 (March). ""CUET_NLP_Manning@LT-EDI 2024: Transformer-based Approach on Caste and Migration Hate Speech Detection"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 238–243. URL: https://aclanthology.org/2024.ltedi-1.30.
"|harvard|inproceedings|"@inproceedings{alam-etal-2024-cuet,
    title = ""{CUET}{\_}{NLP}{\_}{M}anning@{LT}-{EDI} 2024: Transformer-based Approach on Caste and Migration Hate Speech Detection"",
    author = ""Alam, Md  and
      Ali Taher, Hasan Mesbaul  and
      Hossain, Jawad  and
      Ahsan, Shawly  and
      Hoque, Mohammed Moshiul"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.30"",
    pages = ""238--243"",
}
"
"J, Abirami., Devi. S, A., Sasikumar, D., & B, B. 2024 (March). ""DRAVIDIAN LANGUAGE@ LT-EDI 2024:Pretrained Transformer based Automatic Speech Recognition system for Elderly People"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 244–248. URL: https://aclanthology.org/2024.ltedi-1.31.
"|harvard|inproceedings|"@inproceedings{j-etal-2024-dravidian,
    title = ""{DRAVIDIAN} {LANGUAGE}@ {LT}-{EDI} 2024:Pretrained Transformer based Automatic Speech Recognition system for Elderly People"",
    author = ""J, Abirami.  and
      Devi. S, Aruna  and
      Sasikumar, Dharunika  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.31"",
    pages = ""244--248"",
}
"
"Singhal, K. & Bedi, J. 2024 (March). ""Transformers@LT-EDI-EACL2024: Caste and Migration Hate Speech Detection in Tamil Using Ensembling on Transformers"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 249–253. URL: https://aclanthology.org/2024.ltedi-1.32.
"|harvard|inproceedings|"@inproceedings{singhal-bedi-2024-transformers-lt,
    title = ""Transformers@{LT}-{EDI}-{EACL}2024: Caste and Migration Hate Speech Detection in {T}amil Using Ensembling on Transformers"",
    author = ""Singhal, Kriti  and
      Bedi, Jatin"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.32"",
    pages = ""249--253"",
}
"
"Sangeetham, S., Vinay, S., Rajan G, K., A, A., & B, B. 2024 (March). ""Algorithm Alliance@LT-EDI-2024: Caste and Migration Hate Speech Detection"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 254–258. URL: https://aclanthology.org/2024.ltedi-1.33.
"|harvard|inproceedings|"@inproceedings{sangeetham-etal-2024-algorithm,
    title = ""Algorithm Alliance@{LT}-{EDI}-2024: Caste and Migration Hate Speech Detection"",
    author = ""Sangeetham, Saisandeep  and
      Vinay, Shreyamanisha  and
      Rajan G, Kavin  and
      A, Abishna  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.33"",
    pages = ""254--258"",
}
"
"Arora, A., Mattoo, A., Chaudhary, D., Gorton, I., & Kumar, B. 2024 (March). ""MEnTr@LT-EDI-2024: Multilingual Ensemble of Transformer Models for Homophobia/Transphobia Detection"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 259–264. URL: https://aclanthology.org/2024.ltedi-1.34.
"|harvard|inproceedings|"@inproceedings{arora-etal-2024-mentr,
    title = ""{ME}n{T}r@{LT}-{EDI}-2024: Multilingual Ensemble of Transformer Models for Homophobia/Transphobia Detection"",
    author = ""Arora, Adwita  and
      Mattoo, Aaryan  and
      Chaudhary, Divya  and
      Gorton, Ian  and
      Kumar, Bijendra"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.34"",
    pages = ""259--264"",
}
"
"Raihan, A., Rahman, T., Rahman, Md., Hossain, J., Ahsan, S., Das, A., & Hoque, M. M. 2024 (March). ""CUET_DUO@StressIdent_LT-EDI@EACL2024: Stress Identification Using Tamil-Telugu BERT"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 265–270. URL: https://aclanthology.org/2024.ltedi-1.35.
"|harvard|inproceedings|"@inproceedings{raihan-etal-2024-cuet,
    title = ""{CUET}{\_}{DUO}@{S}tress{I}dent{\_}{LT}-{EDI}@{EACL}2024: Stress Identification Using {T}amil-{T}elugu {BERT}"",
    author = ""Raihan, Abu  and
      Rahman, Tanzim  and
      Rahman, Md.  and
      Hossain, Jawad  and
      Ahsan, Shawly  and
      Das, Avishek  and
      Hoque, Mohammed Moshiul"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.35"",
    pages = ""265--270"",
}
"
"Yadav, S., Kaushik, A., & McDaid, K. 2024 (March). ""dkit@LT-EDI-2024: Detecting Homophobia and Transphobia in English Social Media Comments"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 271–276. URL: https://aclanthology.org/2024.ltedi-1.36.
"|harvard|inproceedings|"@inproceedings{yadav-etal-2024-dkit,
    title = ""dkit@{LT}-{EDI}-2024: Detecting Homophobia and Transphobia in {E}nglish Social Media Comments"",
    author = ""Yadav, Sargam  and
      Kaushik, Abhishek  and
      McDaid, Kevin"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.36"",
    pages = ""271--276"",
}
"
"Shanmugavadivel, K., Subramanian, M., J, M., S, M., & B, R. 2024 (March). ""KEC_AI_MIRACLE_MAKERS@LT-EDI-2024: Stress Identification in Dravidian Languages using Machine Learning Techniques"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 277–281. URL: https://aclanthology.org/2024.ltedi-1.37.
"|harvard|inproceedings|"@inproceedings{shanmugavadivel-etal-2024-kec-ai-miracle,
    title = ""{KEC}{\_}{AI}{\_}{MIRACLE}{\_}{MAKERS}@{LT}-{EDI}-2024: Stress Identification in {D}ravidian Languages using Machine Learning Techniques"",
    author = ""Shanmugavadivel, Kogilavani  and
      Subramanian, Malliga  and
      J, Monika  and
      S, Monishaa  and
      B, Rishibalan"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.37"",
    pages = ""277--281"",
}
"
"Mahesh, S., D, S., Gauthamraj, G., G, K., Hegde, A., & Shashirekha, H. 2024 (March). ""MUCS@LT-EDI-2024: Exploring Joint Representation for Memes Classification"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 282–287. URL: https://aclanthology.org/2024.ltedi-1.38.
"|harvard|inproceedings|"@inproceedings{mahesh-etal-2024-mucs,
    title = ""{MUCS}@{LT}-{EDI}-2024: Exploring Joint Representation for Memes Classification"",
    author = ""Mahesh, Sidharth  and
      D, Sonith  and
      Gauthamraj, Gauthamraj  and
      G, Kavya  and
      Hegde, Asha  and
      Shashirekha, H"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.38"",
    pages = ""282--287"",
}
"
"Kulal, S., Gidnakanala, N., G, R., G, K., Hegde, A., & Shashirekha, H. 2024 (March). ""MUCS@LT-EDI-2024: Learning Approaches to Empower Homophobic/Transphobic Comment Identification"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 288–293. URL: https://aclanthology.org/2024.ltedi-1.39.
"|harvard|inproceedings|"@inproceedings{kulal-etal-2024-mucs,
    title = ""{MUCS}@{LT}-{EDI}-2024: Learning Approaches to Empower Homophobic/Transphobic Comment Identification"",
    author = ""Kulal, Sonali  and
      Gidnakanala, Nethravathi  and
      G, Raksha  and
      G, Kavya  and
      Hegde, Asha  and
      Shashirekha, H"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.39"",
    pages = ""288--293"",
}
"
"S, S. & B, B. 2024 (March). ""ASR TAMIL SSN@ LT-EDI-2024: Automatic Speech Recognition system for Elderly People"" in Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á., eds. Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion. St. Julian's, Malta: Association for Computational Linguistics. pp. 294–298. URL: https://aclanthology.org/2024.ltedi-1.40.
"|harvard|inproceedings|"@inproceedings{s-b-2024-asr,
    title = ""{ASR} {TAMIL} {SSN}@ {LT}-{EDI}-2024: Automatic Speech Recognition system for Elderly People"",
    author = ""S, Suhasini  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.40"",
    pages = ""294--298"",
}
"
"Zmigrod, R., Ma, Z., Nourbakhsh, A., & Shah, S. 2024 (March). ""TreeForm: End-to-end Annotation and Evaluation for Form Document Parsing"" in Henning, S. & Stede, M., eds. Proceedings of The 18th Linguistic Annotation Workshop (LAW-XVIII). St. Julians, Malta: Association for Computational Linguistics. pp. 1–11. URL: https://aclanthology.org/2024.law-1.1.
"|harvard|inproceedings|"@inproceedings{zmigrod-etal-2024-treeform,
    title = ""{T}ree{F}orm: End-to-end Annotation and Evaluation for Form Document Parsing"",
    author = ""Zmigrod, Ran  and
      Ma, Zhiqiang  and
      Nourbakhsh, Armineh  and
      Shah, Sameena"",
    editor = ""Henning, Sophie  and
      Stede, Manfred"",
    booktitle = ""Proceedings of The 18th Linguistic Annotation Workshop (LAW-XVIII)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julians, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.law-1.1"",
    pages = ""1--11"",
}
"
