Referenzstring|Style|Literaturtyp|BibTeX
"Eftekhar Hossain, Omar Sharif, Mohammed Moshiul Hoque, and Sarah Masud Preum. 2024. Align before Attend: Aligning Visual and Textual Features for Multimodal Hateful Content Detection. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 162–174. URL: https://aclanthology.org/2024.eacl-srw.12
"|acm|inproceedings|"@inproceedings{hossain-etal-2024-align,
    title = ""Align before Attend: Aligning Visual and Textual Features for Multimodal Hateful Content Detection"",
    author = ""Hossain, Eftekhar  and
      Sharif, Omar  and
      Hoque, Mohammed Moshiul  and
      Preum, Sarah Masud"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.12"",
    pages = ""162--174"",
}
"
"Seth Aycock and Rachel Bawden. 2024. Topic-guided Example Selection for Domain Adaptation in LLM-based Machine Translation. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 175–195. URL: https://aclanthology.org/2024.eacl-srw.13
"|acm|inproceedings|"@inproceedings{aycock-bawden-2024-topic,
    title = ""Topic-guided Example Selection for Domain Adaptation in {LLM}-based Machine Translation"",
    author = ""Aycock, Seth  and
      Bawden, Rachel"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.13"",
    pages = ""175--195"",
}
"
"Asa Tomita, Hitomi Yanaka, and Daisuke Bekki. 2024. Reforging : A Method for Constructing a Linguistically Valid Japanese CCG Treebank. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 196–207. URL: https://aclanthology.org/2024.eacl-srw.14
"|acm|inproceedings|"@inproceedings{tomita-etal-2024-reforging,
    title = ""Reforging : A Method for Constructing a Linguistically Valid {J}apanese {CCG} Treebank"",
    author = ""Tomita, Asa  and
      Yanaka, Hitomi  and
      Bekki, Daisuke"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.14"",
    pages = ""196--207"",
}
"
"Igor Ryazanov and Johanna Björklund. 2024. Thesis Proposal: Detecting Agency Attribution. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 208–214. URL: https://aclanthology.org/2024.eacl-srw.15
"|acm|inproceedings|"@inproceedings{ryazanov-bjorklund-2024-thesis,
    title = ""Thesis Proposal: {D}etecting Agency Attribution"",
    author = {Ryazanov, Igor  and
      Bj{\""o}rklund, Johanna},
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.15"",
    pages = ""208--214"",
}
"
"Basak Bozkurt. 2024. A Thesis Proposal ClaimInspector Framework: A Hybrid Approach to Data Annotation using Fact-Checked Claims and LLMs. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 215–224. URL: https://aclanthology.org/2024.eacl-srw.16
"|acm|inproceedings|"@inproceedings{bozkurt-2024-thesis,
    title = ""A Thesis Proposal {C}laim{I}nspector Framework: A Hybrid Approach to Data Annotation using Fact-Checked Claims and {LLM}s"",
    author = ""Bozkurt, Basak"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.16"",
    pages = ""215--224"",
}
"
"Janice Ahn, Rishu Verma, Renze Lou, Di Liu, Rui Zhang, and Wenpeng Yin. 2024. Large Language Models for Mathematical Reasoning: Progresses and Challenges. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 225–237. URL: https://aclanthology.org/2024.eacl-srw.17
"|acm|inproceedings|"@inproceedings{ahn-etal-2024-large,
    title = ""Large Language Models for Mathematical Reasoning: Progresses and Challenges"",
    author = ""Ahn, Janice  and
      Verma, Rishu  and
      Lou, Renze  and
      Liu, Di  and
      Zhang, Rui  and
      Yin, Wenpeng"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.17"",
    pages = ""225--237"",
}
"
"Souha Ben Hassine and Steven Wilson. 2024. Representation and Generation of Machine Learning Test Functions. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 238–247. URL: https://aclanthology.org/2024.eacl-srw.18
"|acm|inproceedings|"@inproceedings{hassine-wilson-2024-representation,
    title = ""Representation and Generation of Machine Learning Test Functions"",
    author = ""Ben Hassine, Souha  and
      Wilson, Steven"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.18"",
    pages = ""238--247"",
}
"
"Juhyun Oh, Eunsu Kim, Inha Cha, and Alice Oh. 2024. The Generative AI Paradox in Evaluation: “What It Can Solve, It May Not Evaluate”. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 248–257. URL: https://aclanthology.org/2024.eacl-srw.19
"|acm|inproceedings|"@inproceedings{oh-etal-2024-generative,
    title = ""The Generative {AI} Paradox in Evaluation: {``}What It Can Solve, It May Not Evaluate{''}"",
    author = ""Oh, Juhyun  and
      Kim, Eunsu  and
      Cha, Inha  and
      Oh, Alice"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.19"",
    pages = ""248--257"",
}
"
"Arijit Chowdhury and Aman Chadha. 2024. Generative Data Augmentation using LLMs improves Distributional Robustness in Question Answering. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 258–265. URL: https://aclanthology.org/2024.eacl-srw.20
"|acm|inproceedings|"@inproceedings{chowdhury-chadha-2024-generative,
    title = ""Generative Data Augmentation using {LLM}s improves Distributional Robustness in Question Answering"",
    author = ""Chowdhury, Arijit  and
      Chadha, Aman"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.20"",
    pages = ""258--265"",
}
"
"Naoki Miura, Hiroaki Funayama, Seiya Kikuchi, Yuichiroh Matsubayashi, Yuya Iwase, and Kentaro Inui. 2024. Japanese-English Sentence Translation Exercises Dataset for Automatic Grading. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 266–278. URL: https://aclanthology.org/2024.eacl-srw.21
"|acm|inproceedings|"@inproceedings{miura-etal-2024-japanese,
    title = ""{J}apanese-{E}nglish Sentence Translation Exercises Dataset for Automatic Grading"",
    author = ""Miura, Naoki  and
      Funayama, Hiroaki  and
      Kikuchi, Seiya  and
      Matsubayashi, Yuichiroh  and
      Iwase, Yuya  and
      Inui, Kentaro"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.21"",
    pages = ""266--278"",
}
"
"Masahiro Makino, Yuya Asazuma, Shota Sasaki, and Jun Suzuki. 2024. The Impact of Integration Step on Integrated Gradients. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 279–289. URL: https://aclanthology.org/2024.eacl-srw.22
"|acm|inproceedings|"@inproceedings{makino-etal-2024-impact,
    title = ""The Impact of Integration Step on Integrated Gradients"",
    author = ""Makino, Masahiro  and
      Asazuma, Yuya  and
      Sasaki, Shota  and
      Suzuki, Jun"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.22"",
    pages = ""279--289"",
}
"
"Aman Jain, Teruhisa Misu, Kentaro Yamada, and Hitomi Yanaka. 2024. GesNavi: Gesture-guided Outdoor Vision-and-Language Navigation. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 290–295. URL: https://aclanthology.org/2024.eacl-srw.23
"|acm|inproceedings|"@inproceedings{jain-etal-2024-gesnavi,
    title = ""{G}es{N}avi: Gesture-guided Outdoor Vision-and-Language Navigation"",
    author = ""Jain, Aman  and
      Misu, Teruhisa  and
      Yamada, Kentaro  and
      Yanaka, Hitomi"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.23"",
    pages = ""290--295"",
}
"
