Referenzstring|Style|Literaturtyp|BibTeX
"H, S., Sivakumar, S., R, R., Jayaguptha, N., & Thenmozhi, D. (2024, March). Quartet@LT-EDI 2024: support vector machine based approach for homophobia/transphobia detection in social media comments. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 227–232). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.28
"|apa|inproceedings|"@inproceedings{h-etal-2024-quartet-lt-edi,
    title = ""Quartet@{LT}-{EDI} 2024: Support Vector Machine Based Approach For Homophobia/Transphobia Detection In Social Media Comments"",
    author = ""H, Shaun  and
      Sivakumar, Samyuktaa  and
      R, Rohan  and
      Jayaguptha, Nikilesh  and
      Thenmozhi, Durairaj"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.28"",
    pages = ""227--232"",
}
"
"Reddy, A., Thomas, A., Moorthi, P., & B, B. (2024, March). SSN-nova@LT-EDI 2024: POS tagging, boosting techniques and voting classifiers for caste and migration hate speech detection. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 233–237). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.29
"|apa|inproceedings|"@inproceedings{reddy-etal-2024-ssn-nova,
    title = ""{SSN}-Nova@{LT}-{EDI} 2024: {POS} Tagging, Boosting Techniques and Voting Classifiers for Caste And Migration Hate Speech Detection"",
    author = ""Reddy, A  and
      Thomas, Ann  and
      Moorthi, Pranav  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.29"",
    pages = ""233--237"",
}
"
"Alam, M., Ali Taher, H. M., Hossain, J., Ahsan, S., & Hoque, M. M. (2024, March). CUET_NLP_Manning@LT-EDI 2024: transformer-based approach on caste and migration hate speech detection. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 238–243). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.30
"|apa|inproceedings|"@inproceedings{alam-etal-2024-cuet,
    title = ""{CUET}{\_}{NLP}{\_}{M}anning@{LT}-{EDI} 2024: Transformer-based Approach on Caste and Migration Hate Speech Detection"",
    author = ""Alam, Md  and
      Ali Taher, Hasan Mesbaul  and
      Hossain, Jawad  and
      Ahsan, Shawly  and
      Hoque, Mohammed Moshiul"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.30"",
    pages = ""238--243"",
}
"
"J, Abirami., Devi. S, A., Sasikumar, D., & B, B. (2024, March). DRAVIDIAN LANGUAGE@ LT-EDI 2024:pretrained transformer based automatic speech recognition system for elderly people. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 244–248). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.31
"|apa|inproceedings|"@inproceedings{j-etal-2024-dravidian,
    title = ""{DRAVIDIAN} {LANGUAGE}@ {LT}-{EDI} 2024:Pretrained Transformer based Automatic Speech Recognition system for Elderly People"",
    author = ""J, Abirami.  and
      Devi. S, Aruna  and
      Sasikumar, Dharunika  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.31"",
    pages = ""244--248"",
}
"
"Singhal, K. & Bedi, J. (2024, March). Transformers@LT-EDI-EACL2024: caste and migration hate speech detection in Tamil using ensembling on transformers. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 249–253). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.32
"|apa|inproceedings|"@inproceedings{singhal-bedi-2024-transformers-lt,
    title = ""Transformers@{LT}-{EDI}-{EACL}2024: Caste and Migration Hate Speech Detection in {T}amil Using Ensembling on Transformers"",
    author = ""Singhal, Kriti  and
      Bedi, Jatin"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.32"",
    pages = ""249--253"",
}
"
"Sangeetham, S., Vinay, S., Rajan G, K., A, A., & B, B. (2024, March). Algorithm alliance@LT-EDI-2024: caste and migration hate speech detection. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 254–258). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.33
"|apa|inproceedings|"@inproceedings{sangeetham-etal-2024-algorithm,
    title = ""Algorithm Alliance@{LT}-{EDI}-2024: Caste and Migration Hate Speech Detection"",
    author = ""Sangeetham, Saisandeep  and
      Vinay, Shreyamanisha  and
      Rajan G, Kavin  and
      A, Abishna  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.33"",
    pages = ""254--258"",
}
"
"Arora, A., Mattoo, A., Chaudhary, D., Gorton, I., & Kumar, B. (2024, March). MEnTr@LT-EDI-2024: multilingual ensemble of transformer models for homophobia/transphobia detection. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 259–264). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.34
"|apa|inproceedings|"@inproceedings{arora-etal-2024-mentr,
    title = ""{ME}n{T}r@{LT}-{EDI}-2024: Multilingual Ensemble of Transformer Models for Homophobia/Transphobia Detection"",
    author = ""Arora, Adwita  and
      Mattoo, Aaryan  and
      Chaudhary, Divya  and
      Gorton, Ian  and
      Kumar, Bijendra"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.34"",
    pages = ""259--264"",
}
"
"Raihan, A., Rahman, T., Rahman, Md., Hossain, J., Ahsan, S., Das, A., & Hoque, M. M. (2024, March). CUET_DUO@StressIdent_LT-EDI@EACL2024: stress identification using Tamil-Telugu BERT. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 265–270). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.35
"|apa|inproceedings|"@inproceedings{raihan-etal-2024-cuet,
    title = ""{CUET}{\_}{DUO}@{S}tress{I}dent{\_}{LT}-{EDI}@{EACL}2024: Stress Identification Using {T}amil-{T}elugu {BERT}"",
    author = ""Raihan, Abu  and
      Rahman, Tanzim  and
      Rahman, Md.  and
      Hossain, Jawad  and
      Ahsan, Shawly  and
      Das, Avishek  and
      Hoque, Mohammed Moshiul"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.35"",
    pages = ""265--270"",
}
"
"Yadav, S., Kaushik, A., & McDaid, K. (2024, March). Dkit@LT-EDI-2024: detecting homophobia and transphobia in English social media comments. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 271–276). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.36
"|apa|inproceedings|"@inproceedings{yadav-etal-2024-dkit,
    title = ""dkit@{LT}-{EDI}-2024: Detecting Homophobia and Transphobia in {E}nglish Social Media Comments"",
    author = ""Yadav, Sargam  and
      Kaushik, Abhishek  and
      McDaid, Kevin"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.36"",
    pages = ""271--276"",
}
"
"Shanmugavadivel, K., Subramanian, M., J, M., S, M., & B, R. (2024, March). KEC_AI_MIRACLE_MAKERS@LT-EDI-2024: stress identification in Dravidian languages using machine learning techniques. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 277–281). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.37
"|apa|inproceedings|"@inproceedings{shanmugavadivel-etal-2024-kec-ai-miracle,
    title = ""{KEC}{\_}{AI}{\_}{MIRACLE}{\_}{MAKERS}@{LT}-{EDI}-2024: Stress Identification in {D}ravidian Languages using Machine Learning Techniques"",
    author = ""Shanmugavadivel, Kogilavani  and
      Subramanian, Malliga  and
      J, Monika  and
      S, Monishaa  and
      B, Rishibalan"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.37"",
    pages = ""277--281"",
}
"
"Mahesh, S., D, S., Gauthamraj, G., G, K., Hegde, A., & Shashirekha, H. (2024, March). MUCS@LT-EDI-2024: exploring joint representation for memes classification. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 282–287). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.38
"|apa|inproceedings|"@inproceedings{mahesh-etal-2024-mucs,
    title = ""{MUCS}@{LT}-{EDI}-2024: Exploring Joint Representation for Memes Classification"",
    author = ""Mahesh, Sidharth  and
      D, Sonith  and
      Gauthamraj, Gauthamraj  and
      G, Kavya  and
      Hegde, Asha  and
      Shashirekha, H"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.38"",
    pages = ""282--287"",
}
"
"Kulal, S., Gidnakanala, N., G, R., G, K., Hegde, A., & Shashirekha, H. (2024, March). MUCS@LT-EDI-2024: learning approaches to empower homophobic/transphobic comment identification. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 288–293). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.39
"|apa|inproceedings|"@inproceedings{kulal-etal-2024-mucs,
    title = ""{MUCS}@{LT}-{EDI}-2024: Learning Approaches to Empower Homophobic/Transphobic Comment Identification"",
    author = ""Kulal, Sonali  and
      Gidnakanala, Nethravathi  and
      G, Raksha  and
      G, Kavya  and
      Hegde, Asha  and
      Shashirekha, H"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.39"",
    pages = ""288--293"",
}
"
"S, S. & B, B. (2024, March). ASR TAMIL SSN@ LT-EDI-2024: automatic speech recognition system for elderly people. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 294–298). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.40
"|apa|inproceedings|"@inproceedings{s-b-2024-asr,
    title = ""{ASR} {TAMIL} {SSN}@ {LT}-{EDI}-2024: Automatic Speech Recognition system for Elderly People"",
    author = ""S, Suhasini  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.40"",
    pages = ""294--298"",
}
"
