BibTeX;Style;Referenzstring
"@Inproceedings{Manavalan2012DroughtTI,
 author = {L. P. Manavalan and H. Nguyen},
 pages = {1-23},
 title = {Drought tolerance in crops: physiology to genomics.},
 year = {2012}
}
";plain;"L. P. Manavalan and H. Nguyen. Drought tolerance in crops: physiology to genomics. 2012.
"
"@Article{Moteriya2014PhytochemicalAA,
 author = {P. Moteriya and H. Padalia and Tejas Rathod and Disha Menpara and S. Chanda},
 journal = {Journal of Pharmacognosy and Phytochemistry},
 pages = {202-208},
 title = {Phytochemical analysis and antibacterial activity of Maytenus emarginata leaf and stem},
 volume = {3},
 year = {2014}
}
";plain;"P. Moteriya, H. Padalia, Tejas Rathod, Disha Menpara, and S. Chanda. Phytochemical analysis and antibacterial activity of maytenus emarginata leaf and stem. Journal of Pharmacognosy and Phytochemistry, 3:202-208, 2014.
"
"@Article{Dorian2020StinglessB,
 author = {Nicholas N. Dorian and R. Bonoan},
 journal = {Ecological Entomology},
 title = {Stingless bees (Apidae: Meliponini) seek sodium at carrion baits in Costa Rica},
 volume = {46},
 year = {2020}
}
";plain;"Nicholas N. Dorian and R. Bonoan. Stingless bees (apidae: meliponini) seek sodium at carrion baits in costa rica. Ecological Entomology, 2020.
"
"@Inproceedings{Yang2016DevelopmentOU,
 author = {Jeong-Seok Yang and Il-Hwan Kim},
 pages = {385-393},
 title = {Development of Urban Flood Risk Index for the Cheonggyecheon Watershed Using SWMM},
 volume = {36},
 year = {2016}
}
";plain;"Jeong-Seok Yang and Il-Hwan Kim. Development of Urban Flood Risk Index for the Cheonggyecheon Watershed Using SWMM. 2016.
"
"@Article{Jenkins2024VariableEO,
 author = {Lauren Jenkins and Donald T McKnight and Matthew Parks and Nathan W. Byer and Francis J Oliaro and Dan Thompson and Rodney Scott},
 booktitle = {Journal of Applied Microbiology},
 journal = {Journal of applied microbiology},
 title = {Variable effects of captivity on microbiomes in populations of IUCN-endangered Blanding's turtles (Emydoidea blandingii).},
 year = {2024}
}
";plain;"Lauren Jenkins, Donald T McKnight, Matthew Parks, Nathan W. Byer, Francis J Oliaro, Dan Thompson, and Rodney Scott. Variable effects of captivity on microbiomes in populations of iucn-endangered blanding's turtles (emydoidea blandingii). Journal of applied microbiology, 2024.
"
"@Article{Harper2022ChlorideTT,
 author = {D. Harper and Holly J. Puglis and Bethany K. Kunz and Aїda M. Farag},
 booktitle = {Archives of Environmental Contamination and Toxicology},
 journal = {Archives of Environmental Contamination and Toxicology},
 pages = {416 - 428},
 title = {Chloride Toxicity to Native Freshwater Species in Natural and Reconstituted Prairie Pothole Waters},
 volume = {82},
 year = {2022}
}
";plain;"D. Harper, Holly J. Puglis, Bethany K. Kunz, and Aїda M. Farag. Chloride toxicity to native freshwater species in natural and reconstituted prairie pothole waters. Archives of Environmental Contamination and Toxicology, 82:416 - 428, 2022.
"
"@Article{Gotte1972ScanningEM,
 author = {L. Gotte and M. Mammi and G. Pezzin},
 journal = {Connective Tissue Research},
 pages = {61-67},
 title = {Scanning Electron Microscope Observatlons on Elastin},
 volume = {1},
 year = {1972}
}
";plain;"L. Gotte, M. Mammi, and G. Pezzin. Scanning electron microscope observatlons on elastin. Connective Tissue Research, 1:61-67, 1972.
"
"@Article{PunithC2020POSSIBLEOO,
 author = {G. PunithC and E. AnandH and M. HarshitaG and L. MonishaM and B. ManjunathaK},
 journal = {Journal of emerging technologies and innovative research},
 pages = {3499-3504-3499-3504},
 title = {POSSIBLE OUTCOMES OF REPLACING POTABLE WATER WITH SECONDARY TREATED WASTE WATERIN CONCRETE},
 volume = {7},
 year = {2020}
}
";plain;"G. PunithC, E. AnandH, M. HarshitaG, L. MonishaM, and B. ManjunathaK. Possible outcomes of replacing potable water with secondary treated waste waterin concrete. Journal of emerging technologies and innovative research, 7:3499-3504-3499-3504, 2020.
"
"@Inproceedings{Ji-hong2001StudyAD,
 author = {Zheng Ji-hong},
 title = {Study and design of Er: YAG laser blood sampling device},
 year = {2001}
}
";plain;"Zheng Ji-hong. Study and design of Er: YAG laser blood sampling device. 2001.
"
"@Article{Wang2019DeterminationOG,
 author = {Siwei Wang and Guangfeng Zeng and Yanping Liu and Xiaonan Wang and Haibin Sun},
 booktitle = {Se pu = Chinese journal of chromatography},
 journal = {Se pu = Chinese journal of chromatography},
 pages = {
          93-99
        },
 title = {[Determination of glufosinate-ammonium and its three metabolites in litchi and banana by high performance liquid chromatography coupled with triple quadrupole mass spectrometry].},
 volume = {37 1},
 year = {2019}
}
";plain;"Siwei Wang, Guangfeng Zeng, Yanping Liu, Xiaonan Wang, and Haibin Sun. [determination of glufosinate-ammonium and its three metabolites in litchi and banana by high performance liquid chromatography coupled with triple quadrupole mass spectrometry]. Se pu = Chinese journal of chromatography, 37 1:93-99, 2019.
"
"@Article{Farimani2016NanoelectromechanicalPG,
 author = {A. Farimani and M. Heiranian and N. Aluru},
 booktitle = {Scientific Reports},
 journal = {Scientific Reports},
 title = {Nano-electro-mechanical pump: Giant pumping of water in carbon nanotubes},
 volume = {6},
 year = {2016}
}
";plain;"A. Farimani, M. Heiranian, and N. Aluru. Nano-electro-mechanical pump: giant pumping of water in carbon nanotubes. Scientific Reports, 2016.
"
"@Article{Azuma2023DifferencesIP,
 author = {W. Azuma and Mai Kamakura and Hikari Yahara and Koichi Takahashi and Naoki Makita},
 booktitle = {Journal of Forest Research},
 journal = {Journal of Forest Research},
 title = {Differences in photosynthetic and water use characteristics of four co-existing tree species at the treeline of the Japanese Alps},
 year = {2023}
}
";plain;"W. Azuma, Mai Kamakura, Hikari Yahara, Koichi Takahashi, and Naoki Makita. Differences in photosynthetic and water use characteristics of four co-existing tree species at the treeline of the japanese alps. Journal of Forest Research, 2023.
"
"@Inproceedings{Guang2003StructuralOO,
 author = {Wu Guang},
 title = {Structural optimization of agricultural eco-economic system with GIS and RS},
 year = {2003}
}
";plain;"Wu Guang. Structural optimization of agricultural eco-economic system with GIS and RS. 2003.
"
"@Inproceedings{Grinberg2010StrokeAB,
 author = {F. Grinberg and E. Farrher and L. Ciobanu and F. Geffroy and N. Shah},
 title = {Stroke Analysis by Means of Kurtosis Diffusion Imaging in In Vivo Animal Studies},
 year = {2010}
}
";plain;"F. Grinberg, E. Farrher, L. Ciobanu, F. Geffroy, and N. Shah. Stroke Analysis by Means of Kurtosis Diffusion Imaging in In Vivo Animal Studies. 2010.
"
"@Article{Murray1995MicrofossilIO,
 author = {J. Murray},
 booktitle = {Geological Society Special Publication},
 journal = {Geological Society, London, Special Publications},
 pages = {245 - 264},
 title = {Microfossil indicators of ocean water masses, circulation and climate},
 volume = {83},
 year = {1995}
}
";plain;"J. Murray. Microfossil indicators of ocean water masses, circulation and climate. Geological Society, London, Special Publications, 83:245 - 264, 1995.
"
"@Article{Robinson2003EffectsOΔ,
 author = {L. Robinson and L. Hinder and R. Pertwee and G. Riedel},
 booktitle = {Psychopharmacology},
 journal = {Psychopharmacology},
 pages = {40-50},
 title = {Effects of Δ9-THC and WIN-55,212-2 on place preference in the water maze in rats},
 volume = {166},
 year = {2003}
}
";plain;"L. Robinson, L. Hinder, R. Pertwee, and G. Riedel. Effects of δ9-thc and win-55,212-2 on place preference in the water maze in rats. Psychopharmacology, 166:40-50, 2003.
"
"@Article{Wang2021FacilePO,
 author = {Maolin Wang and Gen-Hui Li and Chunlong Xia and Xudong Jing and Rubing Wang and Qingquan Liu and Xiyun Cai},
 journal = {Chemical Engineering Journal},
 pages = {128489},
 title = {Facile preparation of cyclodextrin polymer materials with rigid spherical structure and flexible network for sorption of organic contaminants in water},
 volume = {411},
 year = {2021}
}
";plain;"Maolin Wang, Gen-Hui Li, Chunlong Xia, Xudong Jing, Rubing Wang, Qingquan Liu, and Xiyun Cai. Facile preparation of cyclodextrin polymer materials with rigid spherical structure and flexible network for sorption of organic contaminants in water. Chemical Engineering Journal, 411:128489, 2021.
"
"@Article{González2015SkidRO,
 author = {Álvaro González and F. Paniagua and A. Chamorro},
 journal = {Transportation Research Record},
 pages = {155 - 163},
 title = {Skid Resistance of Magnesium Chloride Roads},
 volume = {2473},
 year = {2015}
}
";plain;"Álvaro González, F. Paniagua, and A. Chamorro. Skid resistance of magnesium chloride roads. Transportation Research Record, 2473:155 - 163, 2015.
"
"@Inproceedings{フーケ・アルミン2012TwoPF,
 author = {フーケ・アルミン and ルプレヒト・ゲッツ and フセイン・アーメッド and チェルスキー・コンラート and ゴットリープ・シュテファン},
 title = {Two pairs fluid reactor},
 year = {2012}
}
";plain;"フーケ・アルミン, ルプレヒト・ゲッツ, フセイン・アーメッド, チェルスキー・コンラート, and ゴットリープ・シュテファン. Two pairs fluid reactor. 2012.
"
"@Article{Ghose2011SedimentationLA,
 author = {Kumar Ghose and Dr P C Swain and S. Panda},
 journal = {Applied Mechanics and Materials},
 pages = {2693 - 2698},
 title = {Sedimentation Load Analysis Using ANN and GA},
 volume = {110-116},
 year = {2011}
}
";plain;"Kumar Ghose, Dr P C Swain, and S. Panda. Sedimentation load analysis using ann and ga. Applied Mechanics and Materials, 110-116:2693 - 2698, 2011.
"
"@Article{Mlangi2018DelineationOS,
 author = {Tumaini M. Mlangi and G. Mulibo},
 journal = {Journal of Geoscience and Environment Protection},
 pages = {78-98},
 title = {Delineation of Shallow Stratigraphy and Aquifer Formation at Kahe Basin, Tanzania: Implication for Potential Aquiferous Formation},
 volume = {06},
 year = {2018}
}
";plain;"Tumaini M. Mlangi and G. Mulibo. Delineation of shallow stratigraphy and aquifer formation at kahe basin, tanzania: implication for potential aquiferous formation. Journal of Geoscience and Environment Protection, 06:78-98, 2018.
"
"@Inproceedings{Menéndez2009DryRO,
 author = {J. M. Menéndez and B. F. Fernández and A. Puente and J. A. Díaz},
 title = {Dry reforming of coke oven gases},
 year = {2009}
}
";plain;"J. M. Menéndez, B. F. Fernández, A. Puente, and J. A. Díaz. Dry reforming of coke oven gases. 2009.
"
"@Inproceedings{Tanimu2018RESPONSEOC,
 author = {M. U. Tanimu and I. Mohammed and A. Muhammad and N. M. Kwaifa},
 pages = {1-8},
 title = {RESPONSE OF COWPEA VARIETIES TO BASAL STEM ROT (Sclerotium Rolfsii) DISEASE IN SOUTHERN GUINEA SAVANNA, NIGERIA},
 volume = {5},
 year = {2018}
}
";plain;"M. U. Tanimu, I. Mohammed, A. Muhammad, and N. M. Kwaifa. RESPONSE OF COWPEA VARIETIES TO BASAL STEM ROT (Sclerotium Rolfsii) DISEASE IN SOUTHERN GUINEA SAVANNA, NIGERIA. 2018.
"
"@Inproceedings{Tillaart1994PlatinumCW,
 author = {J. A. A. Tillaart},
 title = {Platinum catalysis with oxygen in water : catalyst characterization and kinetics of partial ethanol oxidation},
 year = {1994}
}
";plain;"J. A. A. Tillaart. Platinum catalysis with oxygen in water : catalyst characterization and kinetics of partial ethanol oxidation. 1994.
"
"@Article{Sabila2023MakingCF,
 author = {Ayu Nur Sabila and Theresia Evila Purwanti Sri Rahayu and Oto Prasadi},
 booktitle = {Jurnal Teknik Kimia dan Lingkungan},
 journal = {Jurnal Teknik Kimia dan Lingkungan},
 title = {Making Charcoal from Nipah (Nypa fruticans) Frond Waste as an Adsorbent to Extend the Shelf Life of Fresh Bread},
 year = {2023}
}
";plain;"Ayu Nur Sabila, Theresia Evila Purwanti Sri Rahayu, and Oto Prasadi. Making charcoal from nipah (nypa fruticans) frond waste as an adsorbent to extend the shelf life of fresh bread. Jurnal Teknik Kimia dan Lingkungan, 2023.
"
"@Inproceedings{Sililo2001DevelopingCS,
 author = {O. Sililo},
 title = {Developing community supply groundwater protection guidelines SA},
 year = {2001}
}
";plain;"O. Sililo. Developing community supply groundwater protection guidelines SA. 2001.
"
"@Article{Etemad2015EvaluationOB,
 author = {Asieh Etemad and F. Sheikhzadeh and N. A. Asl},
 booktitle = {Neurological Research},
 journal = {Neurological Research},
 pages = {217 - 222},
 title = {Evaluation of brain-derived neurotrophic factor in diabetic rats},
 volume = {37},
 year = {2015}
}
";plain;"Asieh Etemad, F. Sheikhzadeh, and N. A. Asl. Evaluation of brain-derived neurotrophic factor in diabetic rats. Neurological Research, 37:217 - 222, 2015.
"
"@Conference{Alodia2021OnTI,
 author = {G. Alodia and F. Muhammad and Poerbandono},
 booktitle = {IOP Conference Series: Earth and Environment},
 journal = {IOP Conference Series: Earth and Environmental Science},
 title = {On the investigation of vertical uncertainty of depth sounding in a shallow environment with muddy seabed: Preliminary results from a launch operation of a dual-frequency echosounder},
 volume = {925},
 year = {2021}
}
";plain;"G. Alodia, F. Muhammad, and Poerbandono. On the investigation of vertical uncertainty of depth sounding in a shallow environment with muddy seabed: preliminary results from a launch operation of a dual-frequency echosounder. In IOP Conference Series: Earth and Environment, volume 925. 2021.
"
"@Conference{Daha2016EffectOW,
 author = {Mahmoud M. Daha and M. E. Ibrahim and M. Izzularab},
 booktitle = {International Middle East Power Systems Conference},
 journal = {2016 Eighteenth International Middle East Power Systems Conference (MEPCON)},
 pages = {234-239},
 title = {Effect of washing water flow rate and pollution level on leakage current of a fixed washed high voltage insulator},
 year = {2016}
}
";plain;"Mahmoud M. Daha, M. E. Ibrahim, and M. Izzularab. Effect of washing water flow rate and pollution level on leakage current of a fixed washed high voltage insulator. In International Middle East Power Systems Conference, 234-239. 2016.
"
"@Article{Negi2010PhysicalAA,
 author = {A. Negi and C. Osuji},
 journal = {Journal of Rheology},
 pages = {943-958},
 title = {Physical aging and relaxation of residual stresses in a colloidal glass following flow cessation},
 volume = {54},
 year = {2010}
}
";plain;"A. Negi and C. Osuji. Physical aging and relaxation of residual stresses in a colloidal glass following flow cessation. Journal of Rheology, 54:943-958, 2010.
"
"@Article{Avens2018EvaluatingVO,
 author = {Larisa Avens and F. Dellamico},
 booktitle = {Endangered Species Research},
 journal = {Endangered Species Research},
 title = {Evaluating viability of sea turtle foraging populations at high latitudes: age and growth of juveniles along the French Atlantic coast},
 year = {2018}
}
";plain;"Larisa Avens and F. Dellamico. Evaluating viability of sea turtle foraging populations at high latitudes: age and growth of juveniles along the french atlantic coast. Endangered Species Research, 2018.
"
